Cluster;RA_ICRS;DE_ICRS;dist;e_dist;age;e_age;FeH;e_FeH;Av;e_Av;Nc;alpha_high_int;alpha_high_er_int;alpha_low_int;alpha_low_er_int;Mc_int;Mc_er_int;offset_int;offset_er_int;mass_total;e_mass_total;bin_frac;average_ratio;str_average_ratio;segr_ratio;segr_ratio_std;mass_seg;mass_seg_pval
NGC_146;8.2509;63.3253;2.598;0.103;7.4;0.079;-0.093;0.048;1.849;0.03;221;-1.37353;0.29915;1.61288;0.28877;0.02819;0.05055;1.75552;0.10741;759;151;0.47964;0.59864;0.28875;1.03021;3.19602;0.13574;0.43671
NGC_1496;61.1148;52.6597;1.529;0.033;8.544;0.116;-0.091;0.071;1.808;0.078;74;-1.34022;0.40556;2.07489;0.22709;0.03227;0.03214;1.51388;0.10585;199;39;0.66216;0.60376;0.18524;1.42121;1.22922;0.24603;0.32259
NGC_1502;61.9603;62.3364;1.019;0.01;6.881;0.065;-0.17;0.093;2.236;0.045;212;-0.96185;0.10613;1.54638;0.24622;-0.16606;0.03875;1.64506;0.04263;728;145;0.74528;0.64081;0.23954;1.43893;1.64039;0.26542;0.00086
NGC_1513;62.4583;49.5031;1.352;0.019;8.23;0.186;-0.004;0.04;2.228;0.045;416;-1.98142;0.40837;1.9725;0.22591;0.00858;0.02915;1.99031;0.10046;850;170;0.50962;0.60387;0.24643;1.22565;2.70555;0.21609;0.00024
NGC_1528;63.8535;51.2424;0.986;0.008;8.54;0.106;0.007;0.04;1.149;0.036;380;-1.55347;0.32434;2.10001;0.29775;-0.07429;0.03062;1.83518;0.06191;925;185;0.45526;0.59913;0.24428;1.08202;3.99146;0.22721;8e-05
NGC_1545;65.1883;50.2603;0.692;0.004;8.126;0.238;-0.03;0.044;1.237;0.081;189;-1.89379;0.34346;1.62359;0.27834;-0.12516;0.03479;1.48579;0.06677;287;57;0.56085;0.64959;0.22553;0.94882;3.18697;0.25399;0.00931
NGC_1582;67.9688;43.6975;0.941;0.008;8.188;0.15;-0.096;0.03;1.278;0.025;203;-1.58718;0.27335;1.86629;0.24127;-0.0713;0.02908;1.65861;0.06337;534;106;0.5665;0.60749;0.22284;1.27194;5.01332;0.27492;0.0007
NGC_1605;68.7425;45.2687;2.463;0.102;7.799;0.423;-0.151;0.038;2.679;0.087;222;-2.27955;0.47959;1.4071;0.21941;0.11094;0.03466;1.94402;0.13887;610;122;0.56306;0.63903;0.27398;2.17754;2.52902;0.32857;0.13769
NGC_1662;72.3564;10.852;0.388;0.014;8.847;0.083;-0.17;0.055;1.159;0.088;295;-1.65345;0.34923;1.40229;0.23582;-0.18239;0.0365;1.62395;0.05049;397;79;0.55254;0.69767;0.21569;1.346;5.6883;0.28483;0.00023
NGC_1664;72.7428;43.6735;1.279;0.013;8.744;0.039;-0.005;0.044;0.923;0.054;395;-1.86796;0.42534;1.97286;0.2567;-0.04823;0.02857;1.84438;0.07282;778;155;0.43038;0.61255;0.242;1.22659;2.35749;0.17478;0.00407
NGC_1708;75.8913;52.8409;0.906;0.01;8.296;0.113;-0.175;0.048;1.767;0.057;165;-1.98819;0.40088;2.0148;0.27426;-0.08668;0.02941;1.54466;0.07157;390;78;0.65455;0.70837;0.22376;1.25267;3.4573;0.20779;0.04896
NGC_1750;75.9814;23.6905;0.695;0.003;8.187;0.149;-0.001;0.025;1.236;0.048;459;-1.55015;0.2277;1.92817;0.22128;-0.13816;0.02592;1.79947;0.04463;705;141;0.44662;0.58222;0.24451;1.10995;6.89415;0.12816;0.04852
NGC_1758;76.1781;23.8133;0.85;0.011;8.742;0.028;-0.018;0.038;1.268;0.065;192;-1.7765;0.51374;1.72806;0.26351;-0.04652;0.0364;1.62073;0.08197;333;66;0.45312;0.56838;0.25539;1.26037;1.48286;0.22065;0.01515
NGC_1778;77.0287;37.0121;1.538;0.021;7.989;0.129;-0.069;0.038;1.382;0.029;241;-1.7729;0.26498;2.00947;0.2408;-0.04332;0.02587;1.72955;0.06574;535;107;0.48133;0.59255;0.25102;1.16647;2.93228;0.16065;0.08228
NGC_1857;80.0337;39.3339;2.512;0.059;8.436;0.045;-0.123;0.029;1.67;0.036;288;-1.56346;0.4445;1.59119;0.17512;0.05781;0.03749;1.88223;0.12567;732;146;0.5625;0.57294;0.26664;1.16793;1.84239;0.25927;0.00284
NGC_1883;81.4798;46.4924;3.802;0.158;8.627;0.092;-0.293;0.049;1.823;0.057;186;-2.33842;0.6721;1.43921;0.19625;0.13419;0.03147;1.96165;0.16944;591;118;0.69892;0.61074;0.27027;;;0.22976;0.67605
NGC_189;9.8814;61.0925;1.208;0.028;8.806;0.098;0.048;0.116;1.831;0.118;69;-0.2432;0.53803;2.13946;0.31312;-0.00286;0.06548;1.3736;0.1378;281;56;0.6087;0.67866;0.23474;1.08206;1.19611;0.2037;0.64067
NGC_1901;79.5948;-68.4091;0.416;0.0;8.887;0.116;0.03;0.018;0.208;0.089;108;-0.80074;0.35867;1.65434;0.43675;-0.2;0.06288;1.40025;0.0603;197;39;0.35185;0.64875;0.26747;1.51551;2.93523;0.28267;0.02428
NGC_1907;82.0576;35.3244;1.45;0.027;8.815;0.058;-0.115;0.049;1.502;0.079;308;-1.92482;0.51202;2.08358;0.23046;0.03023;0.02704;1.95059;0.10451;677;135;0.53247;0.66616;0.23855;1.10432;1.43306;0.21885;0.00206
NGC_1912;82.1752;35.8255;1.069;0.012;8.505;0.043;-0.022;0.025;0.998;0.032;844;-1.70879;0.23339;2.29209;0.19127;-0.06509;0.0184;2.06572;0.04345;1462;292;0.44194;0.58999;0.23928;1.05775;3.38162;0.11139;0.00956
NGC_1960;84.0843;34.131;1.119;0.011;7.451;0.032;-0.026;0.028;0.904;0.024;350;-1.52615;0.16573;1.74426;0.18868;-0.12251;0.02457;1.73298;0.04246;629;125;0.53429;0.55076;0.261;1.29128;2.39891;0.21624;0.00048
NGC_2126;90.6392;49.8959;1.254;0.018;9.181;0.021;-0.141;0.05;0.806;0.06;149;-2.63114;0.9139;1.7968;0.25791;0.00089;0.02912;1.72146;0.10135;275;55;0.63087;0.63829;0.25827;1.3841;2.15218;0.26234;0.00885
NGC_2129;90.2716;23.3302;1.815;0.051;7.357;0.137;-0.08;0.091;2.213;0.063;99;-0.78953;0.25743;1.90803;0.36079;-0.04218;0.0588;1.54428;0.11621;453;90;0.71717;0.71078;0.24978;1.39474;1.72067;0.49934;0.00049
NGC_2169;92.124;13.9337;0.936;0.016;6.899;0.058;-0.179;0.057;0.805;0.056;109;-0.99836;0.21869;1.67768;0.75669;-0.2;0.0836;1.31628;0.08835;234;46;0.3211;0.6898;0.25001;1.19112;1.6772;0.24219;0.12861
NGC_2183;92.721;-6.2499;0.825;0.01;6.858;0.108;-0.12;0.043;1.657;0.522;169;-1.77242;0.29657;1.51131;0.34802;-0.2;0.04089;1.30246;0.07463;258;51;0.56805;0.78138;0.22902;1.07541;2.31919;0.12856;0.74127
NGC_2184;91.7832;-1.9226;0.562;0.002;8.97;0.047;-0.121;0.052;0.655;0.072;120;-2.5542;1.5241;1.14459;0.40408;-0.0831;0.07765;1.43021;0.16111;196;39;0.525;0.61329;0.20296;1.31994;5.89488;0.27578;0.0723
NGC_2192;93.8202;39.8406;3.382;0.132;9.149;0.037;-0.164;0.057;0.436;0.046;270;-2.24982;0.99491;2.03076;0.23218;0.02548;0.03186;1.84148;0.14233;765;153;0.47407;0.69589;0.27634;1.27011;3.6581;0.20423;0.00842
NGC_2215;95.1968;-7.2475;0.922;0.007;8.817;0.051;-0.048;0.052;0.794;0.071;162;-1.68829;0.67586;1.79852;0.36877;-0.09184;0.05066;1.54998;0.09694;371;74;0.53086;0.58348;0.2318;1.43786;4.35115;0.34023;0.00012
NGC_2225;96.6476;-9.639;2.889;0.141;9.095;0.044;-0.199;0.036;1.63;0.056;104;-2.01773;1.74027;1.40447;0.24448;0.10254;0.0593;1.7174;0.34918;470;94;0.76923;0.68185;0.29481;1.3078;1.74175;0.34659;0.06103
NGC_2232;96.9381;-4.6682;0.314;0.006;7.451;0.036;-0.035;0.04;0.236;0.034;279;-1.76496;0.48133;0.25441;0.29416;-0.2;0.10138;1.32305;0.11374;227;45;0.25448;0.71038;0.24228;1.04506;3.35037;0.18942;0.15646
NGC_2236;97.4227;6.8427;2.421;0.053;8.954;0.024;-0.153;0.043;1.674;0.044;585;-2.47858;0.68562;1.82375;0.16702;0.07032;0.02447;2.20337;0.13464;1331;266;0.59145;0.6619;0.27354;1.1475;3.52139;0.19531;0.00065
NGC_225;10.8238;61.7914;0.668;0.004;8.238;0.142;0.143;0.091;0.923;0.078;53;-1.22097;0.35267;3.0;0.95929;-0.19703;0.03825;1.16951;0.0674;124;24;0.43396;0.68723;0.1912;1.31545;1.58376;0.24927;0.33253
NGC_2259;99.623;10.881;2.619;0.074;8.499;0.082;-0.16;0.026;1.996;0.05;179;-2.43945;0.6929;1.49907;0.18866;0.08965;0.03516;1.88991;0.17556;406;81;0.55307;0.58379;0.26569;1.76667;1.87926;0.35854;0.00185
NGC_2262;99.901;1.1485;2.824;0.266;8.983;0.061;-0.142;0.039;2.294;0.08;391;-2.38184;0.70843;1.94858;0.20144;0.0829;0.02424;2.09978;0.13733;1004;200;0.65985;0.80435;0.26449;1.68362;2.97951;0.42851;0.0
NGC_2264;100.2089;9.8836;0.692;0.006;6.744;0.076;-0.041;0.046;0.328;0.11;249;-1.26465;0.23219;0.8327;0.4325;-0.2;0.07851;1.45219;0.08087;368;73;0.3494;0.73448;0.22645;1.02838;0.73472;0.15353;0.3888
NGC_2266;100.8286;26.9731;3.114;0.094;9.021;0.023;-0.232;0.04;0.436;0.061;360;-2.10843;0.84058;1.68106;0.17523;0.04369;0.03418;1.99407;0.15016;840;168;0.65556;0.64051;0.2713;1.34804;3.49358;0.1746;0.01175
NGC_2269;100.8192;4.6274;2.046;0.07;8.397;0.188;-0.105;0.032;1.358;0.094;90;-1.48457;0.55303;1.96715;0.38834;0.00879;0.04728;1.48696;0.13795;306;61;0.36667;0.57103;0.25436;1.25879;1.38414;0.2069;0.28995
NGC_2281;102.0351;40.9961;0.508;0.001;8.736;0.043;-0.032;0.037;0.341;0.057;538;-1.98715;0.33661;1.42587;0.26174;-0.2;0.0317;1.69492;0.0496;681;136;0.50558;0.69466;0.2228;1.47316;4.70446;0.24677;2e-05
NGC_2286;101.9177;-3.1624;2.042;0.055;8.752;0.086;-0.108;0.052;1.133;0.121;245;-1.99181;0.41886;1.89082;0.20137;-0.00303;0.02479;1.75349;0.07575;557;111;0.48571;0.60133;0.25447;1.02993;3.2017;0.18724;0.0268
NGC_2287;101.5589;-20.6933;0.714;0.004;8.296;0.067;-0.078;0.025;0.225;0.032;765;-1.50378;0.15188;1.6018;0.12409;-0.13967;0.01868;1.94157;0.02992;1126;225;0.43137;0.53673;0.24101;1.16697;5.54911;0.16073;0.00019
NGC_2301;102.9472;0.4688;0.835;0.006;8.306;0.053;-0.031;0.018;0.251;0.012;607;-2.13273;0.30255;1.82028;0.17336;-0.13869;0.02247;1.77768;0.04693;725;145;0.35091;0.53489;0.26972;1.16122;2.45576;0.15851;0.00254
NGC_2302;102.9767;-7.0883;1.167;0.004;8.09;0.072;-0.033;0.018;0.734;0.047;95;-1.84165;0.35952;1.94644;0.24004;-0.09835;0.03113;1.32228;0.07546;190;38;0.43158;0.57088;0.26982;1.16588;1.17064;0.15471;0.58228
NGC_2311;104.4755;-4.6239;1.91;0.04;7.798;0.193;-0.045;0.04;1.186;0.054;138;-2.08827;0.3795;2.02298;0.30473;-0.02639;0.02979;1.57926;0.08906;365;73;0.47101;0.68812;0.27058;0.98859;2.65792;0.25931;0.01617
NGC_2318;104.8825;-13.8423;1.278;0.023;8.709;0.087;-0.013;0.026;1.075;0.106;199;-1.78942;0.48796;2.01334;0.29811;-0.01962;0.03278;1.74559;0.09674;561;112;0.56281;0.6872;0.21455;1.4591;5.68079;0.24565;0.00387
NGC_2343;107.0278;-10.6243;1.04;0.014;8.19;0.15;0.013;0.058;0.674;0.095;103;-2.0501;0.44593;1.79933;0.43158;-0.06579;0.03961;1.41899;0.09077;194;38;0.52427;0.63772;0.23463;1.1281;0.92814;0.1567;0.49937
NGC_2354;108.5228;-25.7374;1.262;0.022;9.204;0.02;-0.061;0.035;0.488;0.052;276;-1.29036;1.07501;1.70669;0.2082;0.04058;0.04965;1.92067;0.17773;847;169;0.59783;0.68133;0.26027;1.18291;4.2746;0.23315;0.00127
NGC_2355;109.2495;13.7681;1.777;0.02;9.094;0.028;-0.004;0.044;0.301;0.019;380;-2.38128;0.46765;2.40414;0.23884;-0.04064;0.01918;1.83337;0.05794;705;141;0.50789;0.63179;0.229;1.3806;2.719;0.2314;6e-05
NGC_2360;109.4375;-15.6277;1.036;0.009;9.106;0.029;-0.083;0.027;0.396;0.041;822;-1.65164;0.38255;2.04031;0.2;-0.08012;0.02376;2.02276;0.04698;1327;265;0.40876;0.63684;0.26352;1.38018;3.5903;0.18698;0.0
NGC_2374;111.0037;-13.2428;1.211;0.012;8.575;0.047;0.029;0.041;0.515;0.047;110;-1.76904;0.45343;1.34935;0.18176;0.0499;0.03563;1.65477;0.11339;257;51;0.45455;0.57632;0.29551;1.20644;2.74394;0.22874;0.10558
NGC_2383;111.1719;-20.9512;2.822;0.082;8.451;0.067;-0.144;0.037;1.087;0.027;371;-2.77802;0.62611;1.63383;0.19007;0.06867;0.02755;2.07371;0.14175;763;152;0.46631;0.55515;0.26264;1.46718;2.69289;0.31633;0.0
NGC_2384;111.2906;-21.0179;2.27;0.13;7.372;0.118;-0.13;0.123;0.91;0.04;72;-0.93798;0.23237;1.78789;0.41617;-0.10296;0.05752;1.34587;0.09667;313;62;0.72222;0.66229;0.27787;1.24479;1.47535;0.19375;0.46294
NGC_2396;111.9972;-11.7174;1.375;0.027;8.202;0.055;-0.129;0.036;0.569;0.031;322;-2.05316;0.35224;2.25163;0.29288;-0.09663;0.02702;1.68287;0.06912;670;134;0.31988;0.52345;0.26802;1.25803;5.98735;0.23323;0.00036
NGC_2401;112.3493;-13.9667;4.239;0.223;7.812;0.277;-0.22;0.032;1.285;0.054;130;-2.06934;0.37896;2.00901;0.26244;0.07259;0.02905;1.75292;0.10461;444;88;0.57692;0.61372;0.26104;1.66558;1.35294;0.53689;0.01552
NGC_2414;113.2877;-15.4479;4.173;0.17;7.157;0.058;-0.224;0.027;1.828;0.013;292;-1.28097;0.2404;1.28395;0.22182;0.13843;0.04951;1.97538;0.11383;1384;276;0.50685;0.59022;0.26126;;;;
NGC_2421;114.0571;-20.6316;2.368;0.063;7.833;0.171;-0.109;0.034;1.447;0.038;587;-1.80302;0.25799;1.71218;0.1811;0.06183;0.02522;2.15583;0.07776;1344;268;0.51618;0.60848;0.26896;1.21263;5.87762;0.22917;3e-05
NGC_2423;114.2671;-13.8403;0.901;0.009;9.048;0.021;-0.024;0.044;0.353;0.042;503;-1.41238;0.48727;1.61203;0.20693;-0.05095;0.03736;1.942;0.0748;999;199;0.48708;0.58374;0.26585;1.44529;6.47062;0.19517;0.00012
NGC_2428;114.8221;-16.5504;1.299;0.013;8.888;0.023;-0.03;0.025;0.272;0.022;218;-1.5988;0.40184;1.91511;0.22021;-0.04722;0.02898;1.75318;0.06761;461;92;0.54587;0.52811;0.24674;1.215;2.97624;0.24746;0.002
NGC_2432;115.2229;-19.0846;1.731;0.029;8.968;0.043;-0.003;0.062;0.772;0.066;274;-2.00567;0.59994;2.04121;0.26425;-0.01867;0.03175;1.80114;0.09999;705;141;0.44526;0.61648;0.25377;1.30748;2.19631;0.23069;0.00112
NGC_2439;115.1955;-31.6868;3.33;0.076;7.379;0.066;-0.178;0.023;1.351;0.02;774;-1.55762;0.19281;1.58914;0.1523;0.09089;0.02602;2.2834;0.0773;2656;531;0.5491;0.59578;0.26203;1.69469;6.72114;0.32393;0.0
NGC_2448;116.0612;-24.8213;1.07;0.018;8.117;0.186;-0.059;0.044;0.062;0.013;222;-1.69311;0.25454;1.49172;0.19034;-0.10245;0.02879;1.61747;0.05071;450;90;0.61712;0.52989;0.22324;1.18667;5.10987;0.18557;0.04593
NGC_2451A;115.9537;-38.2344;0.192;0.001;7.716;0.041;0.045;0.037;0.073;0.037;419;-1.30467;0.33311;0.08628;0.21837;-0.2;0.11495;1.52452;0.08944;342;68;0.23866;0.56248;0.22665;1.15167;3.58413;0.17618;0.07259
NGC_2451B;116.1018;-37.8642;0.354;0.004;7.631;0.026;-0.011;0.015;0.463;0.053;411;-1.70606;0.50683;0.33304;0.43466;-0.2;0.10903;1.51336;0.10745;367;73;0.29684;0.60024;0.25006;1.21463;4.21014;0.21119;0.00933
NGC_2453;116.8838;-27.1877;3.838;0.089;7.457;0.218;-0.151;0.034;1.645;0.037;234;-1.80051;0.30438;1.47214;0.20404;0.09756;0.03555;1.88834;0.1156;656;131;0.59829;0.64488;0.28227;1.99306;2.30548;0.25339;0.35672
NGC_2479;118.7515;-17.7474;1.561;0.016;9.101;0.025;0.066;0.041;0.069;0.01;157;-1.29509;0.39805;2.03204;0.30365;-0.05064;0.03407;1.61005;0.05661;395;79;0.5414;0.58765;0.24944;1.24859;2.53042;0.28428;0.00261
NGC_2482;118.7954;-24.26;1.208;0.035;8.827;0.048;-0.102;0.112;0.096;0.022;152;-0.87304;0.37367;1.74945;0.23552;-0.11233;0.04636;1.50582;0.06954;313;62;0.50658;0.54858;0.26293;1.21017;2.74282;0.15273;0.29287
NGC_2489;119.0574;-30.0654;1.778;0.055;8.565;0.095;0.051;0.07;1.514;0.05;428;-1.68085;0.32616;1.84384;0.19874;0.02486;0.02589;2.03303;0.07396;1136;227;0.59112;0.64556;0.2489;1.16929;2.39166;0.19682;0.00124
NGC_2509;120.1996;-19.0585;2.831;0.0;9.146;0.0;0.426;0.0;0.055;0.0;325;-1.3892;0.44132;1.73612;0.11876;0.09565;0.02066;2.09647;0.08988;1453;290;0.89231;0.62861;0.22483;1.06672;3.40256;0.15252;0.18315
NGC_2533;121.7652;-29.8694;2.532;0.1;9.001;0.044;-0.032;0.055;1.04;0.1;181;-0.84345;0.73749;1.68758;0.24865;0.03958;0.05795;1.74566;0.15211;632;126;0.69061;0.67887;0.24875;1.27264;2.78524;0.2378;0.0453
NGC_2539;122.6456;-12.8636;1.239;0.009;8.89;0.019;-0.005;0.023;0.135;0.011;695;-1.42431;0.30103;2.1311;0.21123;-0.12539;0.02532;1.90727;0.04348;1152;230;0.4446;0.5673;0.27265;1.2801;5.53383;0.20396;0.0
NGC_2546;123.0965;-37.6366;0.903;0.005;8.244;0.03;0.023;0.036;0.536;0.039;305;-1.15542;0.23769;1.63997;0.27511;-0.11285;0.04063;1.69708;0.05406;558;111;0.41639;0.50372;0.26806;1.05759;3.40118;0.14888;0.05939
NGC_2547;122.4891;-49.1475;0.384;0.004;7.551;0.095;-0.032;0.076;0.352;0.132;391;-1.54343;0.4094;0.38727;0.35876;-0.2;0.09329;1.51125;0.09175;362;72;0.23018;0.66313;0.22961;1.35171;1.98494;0.28513;0.00019
NGC_2548;123.3641;-5.7408;0.747;0.004;8.714;0.032;-0.002;0.026;0.127;0.016;600;-1.3284;0.23545;1.68828;0.17444;-0.17089;0.02729;1.81951;0.03918;920;184;0.445;0.57673;0.26319;1.24953;5.90539;0.16562;0.00125
NGC_2571;124.7314;-29.7765;1.248;0.023;7.419;0.166;-0.038;0.043;0.435;0.028;212;-1.53248;0.1682;2.02277;0.27943;-0.14599;0.03041;1.50247;0.04147;345;69;0.43868;0.67164;0.27233;1.43024;2.9008;0.18143;0.0625
NGC_2587;125.8386;-29.5016;2.751;0.079;8.831;0.037;-0.006;0.05;0.223;0.025;324;-2.57535;0.49943;1.97036;0.23337;-0.00137;0.0223;1.83408;0.0748;649;129;0.47222;0.66813;0.26828;1.31929;10.00569;0.29853;0.0
NGC_2645;129.7883;-46.2335;1.707;0.046;7.318;0.086;0.001;0.088;1.439;0.028;124;-1.39718;0.24717;1.61053;0.19837;0.0279;0.03474;1.60601;0.08847;348;69;0.75;0.60015;0.27133;0.99675;1.27728;0.12333;0.89118
NGC_2659;130.6271;-45.009;1.909;0.031;7.543;0.18;0.003;0.055;1.598;0.048;117;-1.33681;0.24443;1.72548;0.2851;-0.03725;0.04023;1.51807;0.06807;404;80;0.73504;0.61266;0.24284;1.52175;2.02279;0.36906;0.00093
NGC_2669;131.6434;-52.9315;1.11;0.009;8.114;0.073;-0.003;0.034;0.866;0.06;263;-2.34256;0.47628;1.49599;0.25559;-0.03321;0.03471;1.72858;0.0935;509;101;0.40684;0.49119;0.2569;1.26464;2.94704;0.25963;0.00023
NGC_2670;131.3951;-48.7828;1.394;0.019;8.098;0.054;0.148;0.073;1.417;0.04;264;-1.9032;0.22953;2.3192;0.25061;-0.04158;0.02084;1.73734;0.0525;562;112;0.5303;0.68988;0.23353;1.15501;3.75117;0.22498;0.00216
NGC_2671;131.5587;-41.878;1.335;0.022;8.617;0.314;-0.02;0.036;2.823;0.071;339;-1.49579;0.51111;1.91699;0.25419;0.04249;0.03697;1.95623;0.12133;943;188;0.57522;0.68524;0.24727;1.17909;1.6277;0.19202;0.01086
NGC_2682;132.8347;11.8133;0.842;0.005;9.578;0.021;-0.045;0.041;0.164;0.029;994;-0.10267;0.41061;1.74518;0.1566;-0.15141;0.04361;2.13024;0.03106;1843;368;0.56137;0.64461;0.26301;1.26323;2.78005;0.18717;0.0
NGC_2818;139.0406;-36.6171;2.908;0.093;9.099;0.031;-0.097;0.07;0.535;0.087;404;-1.42031;0.94336;1.40377;0.19135;0.06138;0.04871;1.98656;0.16898;1100;220;0.58168;0.59828;0.27856;1.39322;5.91857;0.22499;0.00055
NGC_2866;140.5226;-51.0991;2.37;0.048;8.045;0.132;-0.015;0.035;2.052;0.033;159;-1.92317;0.54127;1.43526;0.21573;0.05442;0.04354;1.72923;0.1499;364;72;0.57233;0.52309;0.27606;1.55331;1.0312;0.5259;1e-05
NGC_2910;142.6338;-52.9214;1.22;0.011;8.017;0.111;0.051;0.061;0.79;0.059;196;-1.92757;0.34918;1.91163;0.25471;-0.07136;0.02891;1.56042;0.07037;419;83;0.41327;0.54222;0.22888;1.15891;0.98727;0.18144;0.06864
NGC_2925;143.3434;-53.4141;0.738;0.005;8.32;0.194;0.008;0.05;0.26;0.074;134;-1.75871;0.49444;1.41957;0.2602;-0.09419;0.04834;1.49463;0.09644;219;43;0.43284;0.66531;0.27452;1.10692;1.43568;0.14486;0.48315
NGC_2972;145.0513;-50.3309;1.816;0.056;8.631;0.078;0.029;0.032;1.575;0.084;121;-1.60761;0.61309;1.48729;0.28479;0.02269;0.0512;1.53997;0.13922;335;67;0.47934;0.56679;0.24855;1.32949;1.06176;0.34346;0.00361
NGC_3033;147.1585;-56.4067;1.689;0.034;8.841;0.065;0.04;0.022;1.028;0.079;147;-1.29606;0.65128;1.77169;0.3219;-0.04291;0.05578;1.57194;0.1255;441;88;0.59864;0.6489;0.25662;1.06205;3.19338;0.29825;0.00298
NGC_3228;155.4033;-51.7725;0.461;0.014;7.721;0.128;-0.001;0.067;0.205;0.071;170;-1.24632;0.37224;0.63886;0.42295;-0.2;0.10406;1.45837;0.08432;228;45;0.51765;0.6618;0.2571;1.08348;5.323;0.14846;0.37657
NGC_3255;156.6343;-60.6762;4.777;0.145;8.546;0.135;-0.036;0.03;1.305;0.091;225;-1.95807;0.69208;1.6429;0.21762;0.11083;0.04155;1.91747;0.20145;992;198;0.64;0.57036;0.27029;;;;
NGC_3293;158.9447;-58.2172;2.283;0.068;7.145;0.039;0.017;0.036;0.947;0.017;560;-1.12052;0.16411;1.54929;0.18884;0.05895;0.03571;2.13388;0.07836;1975;395;0.6125;0.60395;0.27507;1.23238;2.80812;0.21812;0.00421
NGC_3496;164.8725;-60.3359;2.158;0.038;8.734;0.024;0.153;0.039;1.553;0.045;812;-1.72631;0.46619;1.59247;0.18101;0.07914;0.03054;2.27018;0.11306;2044;408;0.633;0.65522;0.26685;1.50022;4.02703;0.26383;0.0
NGC_3590;168.2482;-60.7877;2.259;0.109;7.151;0.035;-0.041;0.071;1.615;0.032;203;-1.38487;0.22825;1.68695;0.21428;0.08379;0.03591;1.84508;0.10533;735;147;0.59606;0.61262;0.25185;1.49491;1.36771;0.27514;0.10625
NGC_3680;171.4281;-43.2623;1.013;0.009;9.302;0.041;-0.137;0.06;0.31;0.102;103;-0.78748;86031423.36732;1.30762;0.42774;0.09156;2975763.09887;1.72023;14111561.35806;366;73;0.53398;0.74223;0.24879;2.10403;3.14603;0.56288;0.0
NGC_381;17.0977;61.5999;1.119;0.011;8.548;0.095;-0.011;0.048;1.436;0.047;175;-1.85086;0.49871;1.99026;0.26609;-0.01218;0.03231;1.68737;0.09854;369;73;0.51429;0.59785;0.22378;1.40119;1.38889;0.18571;0.10108
NGC_3960;177.6381;-55.6779;2.098;0.078;8.975;0.041;0.021;0.079;1.098;0.142;441;-2.13442;0.71637;1.61618;0.18875;0.08846;0.02938;2.15018;0.14384;1152;230;0.56009;0.62897;0.27178;1.11032;2.13903;0.16861;0.01201
NGC_433;18.7876;60.1316;1.817;0.058;7.856;0.07;-0.104;0.052;2.242;0.05;192;-2.17442;0.36102;1.98408;0.2622;0.03526;0.02656;1.78091;0.08932;459;91;0.51042;0.77364;0.25223;1.40166;1.44786;0.13629;0.45722
NGC_4337;186.0171;-58.1258;2.367;0.044;9.172;0.012;0.047;0.029;1.291;0.037;320;-2.40934;1.7616;1.56847;0.15589;0.13975;0.0424;2.20965;0.39723;1049;209;0.63125;0.66664;0.27049;1.36976;2.03239;0.22813;0.01438
NGC_436;18.9962;58.8231;2.829;0.059;7.924;0.105;-0.088;0.057;1.595;0.026;209;-1.76331;0.35711;1.46119;0.19827;0.07987;0.03712;1.87045;0.11894;829;165;0.67943;0.5588;0.26208;1.38297;2.85475;0.19777;0.23074
NGC_4439;187.1215;-60.1015;1.78;0.056;7.723;0.055;0.055;0.07;1.234;0.032;95;-1.46385;0.43637;1.14513;0.29581;-0.01164;0.07023;1.43904;0.14172;282;56;0.52632;0.47265;0.26546;1.15248;1.49991;0.28997;0.03048
NGC_4463;187.4405;-64.7994;1.684;0.043;7.492;0.181;0.134;0.045;1.615;0.062;157;-1.4612;0.23291;1.90783;0.26018;0.03235;0.03259;1.66845;0.08799;555;111;0.5414;0.6114;0.2587;1.03103;1.1676;0.11516;0.72791
NGC_4609;190.6319;-62.9929;1.366;0.019;7.878;0.07;0.097;0.042;1.233;0.048;461;-1.75762;0.23132;1.80359;0.20098;-0.07664;0.0251;1.81608;0.05355;943;188;0.57918;0.61112;0.27184;1.0397;3.97702;0.15578;0.00658
NGC_4852;195.0302;-59.6128;1.245;0.019;8.056;0.06;-0.007;0.062;1.448;0.021;334;-1.63307;0.32626;1.78333;0.2715;-0.07707;0.03634;1.75937;0.07514;983;196;0.57186;0.56166;0.24376;1.59145;3.93236;0.28364;0.0
NGC_5138;201.8578;-59.0208;1.84;0.044;8.023;0.16;0.125;0.086;0.842;0.056;149;-1.56403;0.37632;1.75837;0.4278;-0.05602;0.05083;1.51179;0.07836;448;89;0.41611;0.65964;0.26414;1.30131;2.88891;0.38122;2e-05
NGC_5168;202.7902;-60.9452;2.554;0.086;8.848;0.051;0.099;0.049;1.947;0.096;321;-1.77501;0.78858;1.38933;0.19524;0.09426;0.04408;1.99757;0.1829;795;159;0.61059;0.6032;0.29024;1.12076;2.16132;0.23728;0.03184
NGC_5269;206.1618;-62.9097;1.85;0.046;8.226;0.2;0.168;0.05;1.477;0.06;150;-1.76968;0.52612;1.54964;0.32663;0.04174;0.04673;1.7654;0.13493;386;77;0.58;0.66664;0.25205;1.16845;1.24424;0.34188;0.00346
